OK	0	371	-	./books/perl6-at-a-glance/Greet.pm
OK	0	397	-	./books/perl6-at-a-glance/Math.pm
OK	0	370	-	./books/perl6-at-a-glance/N.pm
OK	0	369	-	./books/perl6-at-a-glance/arr1.pl
OK	0	467	-	./books/perl6-at-a-glance/arr2.pl
OK	0	371	-	./books/perl6-at-a-glance/bool1.pl
OK	0	576	-	./books/perl6-at-a-glance/bool2.pl
OK	0	371	-	./books/perl6-at-a-glance/bool3.pl
NONZERO	1	1156	stderr	./books/perl6-at-a-glance/calc1.pl
OK	0	384	-	./books/perl6-at-a-glance/class10.pl
OK	0	428	-	./books/perl6-at-a-glance/classx.pl
OK	0	379	-	./books/perl6-at-a-glance/classy.pl
OK	0	459	-	./books/perl6-at-a-glance/classz.pl
NONZERO	1	1205	stderr	./books/perl6-at-a-glance/db1.pl
NONZERO	1	1402	stderr	./books/perl6-at-a-glance/db2.pl
OK	0	474	-	./books/perl6-at-a-glance/do-for.pl
OK	0	427	-	./books/perl6-at-a-glance/dot-say.pl
OK	0	401	-	./books/perl6-at-a-glance/ex1.pl
OK	0	415	-	./books/perl6-at-a-glance/ex10.pl
OK	0	365	-	./books/perl6-at-a-glance/ex11.pl
OK	0	412	-	./books/perl6-at-a-glance/ex12.pl
OK	0	407	-	./books/perl6-at-a-glance/ex13.pl
OK	0	415	-	./books/perl6-at-a-glance/ex14.pl
OK	0	390	-	./books/perl6-at-a-glance/ex15.pl
OK	0	340	-	./books/perl6-at-a-glance/ex16.pl
OK	0	391	-	./books/perl6-at-a-glance/ex2.pl
OK	0	486	-	./books/perl6-at-a-glance/ex3.pl
OK	0	584	-	./books/perl6-at-a-glance/ex4.pl
OK	0	400	-	./books/perl6-at-a-glance/ex5.pl
OK	0	371	-	./books/perl6-at-a-glance/ex6.pl
OK	0	365	-	./books/perl6-at-a-glance/ex7.pl
OK	0	363	-	./books/perl6-at-a-glance/ex8.pl
OK	0	382	-	./books/perl6-at-a-glance/ex9.pl
OK	0	480	-	./books/perl6-at-a-glance/fib.pl
OK	0	400	-	./books/perl6-at-a-glance/file1.pl
NONZERO	1	446	stderr	./books/perl6-at-a-glance/file2.pl
NONZERO	1	540	stderr	./books/perl6-at-a-glance/file3.pl
NONZERO	1	420	stderr	./books/perl6-at-a-glance/file4.pl
NONZERO	1	680	stderr	./books/perl6-at-a-glance/file5.pl
OK	0	389	-	./books/perl6-at-a-glance/file6.pl
OK	0	404	-	./books/perl6-at-a-glance/file7.pl
OK	0	404	-	./books/perl6-at-a-glance/file8.pl
OK	0	574	-	./books/perl6-at-a-glance/grammar1.pl
OK	0	603	-	./books/perl6-at-a-glance/grammar2.pl
OK	0	352	-	./books/perl6-at-a-glance/grammar3.pl
OK	0	581	-	./books/perl6-at-a-glance/grammar4.pl
OK	0	325	-	./books/perl6-at-a-glance/hash.pl
NONDET	0	369	-	./books/perl6-at-a-glance/hash1.pl
NONDET	0	427	-	./books/perl6-at-a-glance/hash2.pl
OK	0	348	-	./books/perl6-at-a-glance/hash3.pl
NONDET	0	381	-	./books/perl6-at-a-glance/hash4.pl
OK	0	405	-	./books/perl6-at-a-glance/hello.pl
OK	0	435	-	./books/perl6-at-a-glance/int1.pl
OK	0	437	-	./books/perl6-at-a-glance/int2.pl
OK	0	335	-	./books/perl6-at-a-glance/int3.pl
OK	0	406	-	./books/perl6-at-a-glance/int4.pl
OK	0	370	-	./books/perl6-at-a-glance/interp.pl
OK	0	375	-	./books/perl6-at-a-glance/list.pl
OK	0	436	-	./books/perl6-at-a-glance/list1.pl
OK	0	422	-	./books/perl6-at-a-glance/metaop1.pl
OK	0	449	-	./books/perl6-at-a-glance/metaop10.pl
OK	0	320	-	./books/perl6-at-a-glance/metaop11.pl
OK	0	381	-	./books/perl6-at-a-glance/metaop12.pl
OK	0	375	-	./books/perl6-at-a-glance/metaop13.pl
OK	0	389	-	./books/perl6-at-a-glance/metaop14.pl
OK	0	372	-	./books/perl6-at-a-glance/metaop15.pl
OK	0	459	-	./books/perl6-at-a-glance/metaop16.pl
OK	0	371	-	./books/perl6-at-a-glance/metaop17.pl
OK	0	516	-	./books/perl6-at-a-glance/metaop18.pl
OK	0	380	-	./books/perl6-at-a-glance/metaop19.pl
OK	0	361	stderr	./books/perl6-at-a-glance/metaop2.pl
OK	0	784	-	./books/perl6-at-a-glance/metaop3.pl
OK	0	374	-	./books/perl6-at-a-glance/metaop4.pl
OK	0	367	-	./books/perl6-at-a-glance/metaop5.pl
OK	0	641	-	./books/perl6-at-a-glance/metaop6.pl
OK	0	364	-	./books/perl6-at-a-glance/metaop7.pl
OK	0	392	-	./books/perl6-at-a-glance/metaop8.pl
OK	0	348	-	./books/perl6-at-a-glance/metaop9.pl
OK	0	366	-	./books/perl6-at-a-glance/mod1.pl
OK	0	424	-	./books/perl6-at-a-glance/mod2.pl
OK	0	402	-	./books/perl6-at-a-glance/mod3.pl
OK	0	1092	stderr	./books/perl6-at-a-glance/mod4.pl
OK	0	384	-	./books/perl6-at-a-glance/mod6.pl
OK	0	374	-	./books/perl6-at-a-glance/mod7.pl
OK	0	1070	stderr	./books/perl6-at-a-glance/mod8.pl
OK	0	1049	stderr	./books/perl6-at-a-glance/mod9.pl
OK	0	438	-	./books/perl6-at-a-glance/op1.pl
OK	0	401	-	./books/perl6-at-a-glance/op10.pl
OK	0	371	-	./books/perl6-at-a-glance/op11.pl
OK	0	363	-	./books/perl6-at-a-glance/op12.pl
OK	0	334	-	./books/perl6-at-a-glance/op13.pl
OK	0	430	-	./books/perl6-at-a-glance/op14.pl
OK	0	415	-	./books/perl6-at-a-glance/op15.pl
OK	0	394	-	./books/perl6-at-a-glance/op16.pl
OK	0	316	-	./books/perl6-at-a-glance/op17.pl
OK	0	504	-	./books/perl6-at-a-glance/op18.pl
OK	0	452	-	./books/perl6-at-a-glance/op19.pl
OK	0	407	-	./books/perl6-at-a-glance/op2.pl
OK	0	465	-	./books/perl6-at-a-glance/op20.pl
OK	0	341	-	./books/perl6-at-a-glance/op21.pl
OK	0	376	-	./books/perl6-at-a-glance/op22.pl
OK	0	567	-	./books/perl6-at-a-glance/op23.pl
OK	0	432	-	./books/perl6-at-a-glance/op24.pl
OK	0	374	-	./books/perl6-at-a-glance/op25.pl
OK	0	342	-	./books/perl6-at-a-glance/op26.pl
OK	0	397	-	./books/perl6-at-a-glance/op27.pl
OK	0	392	-	./books/perl6-at-a-glance/op28.pl
OK	0	351	-	./books/perl6-at-a-glance/op29.pl
OK	0	419	-	./books/perl6-at-a-glance/op3.pl
OK	0	354	-	./books/perl6-at-a-glance/op30.pl
OK	0	371	-	./books/perl6-at-a-glance/op31.pl
OK	0	364	-	./books/perl6-at-a-glance/op32.pl
OK	0	321	-	./books/perl6-at-a-glance/op33.pl
OK	0	387	-	./books/perl6-at-a-glance/op34.pl
OK	0	395	-	./books/perl6-at-a-glance/op35.pl
OK	0	409	-	./books/perl6-at-a-glance/op36.pl
OK	0	435	-	./books/perl6-at-a-glance/op37.pl
OK	0	417	-	./books/perl6-at-a-glance/op38.pl
OK	0	447	-	./books/perl6-at-a-glance/op39.pl
OK	0	478	-	./books/perl6-at-a-glance/op4.pl
OK	0	496	-	./books/perl6-at-a-glance/op40.pl
OK	0	412	-	./books/perl6-at-a-glance/op41.pl
OK	0	367	-	./books/perl6-at-a-glance/op42.pl
OK	0	401	-	./books/perl6-at-a-glance/op43.pl
OK	0	465	-	./books/perl6-at-a-glance/op44.pl
OK	0	360	-	./books/perl6-at-a-glance/op45.pl
OK	0	426	-	./books/perl6-at-a-glance/op46.pl
OK	0	444	-	./books/perl6-at-a-glance/op47.pl
OK	0	406	-	./books/perl6-at-a-glance/op48.pl
OK	0	414	-	./books/perl6-at-a-glance/op49.pl
OK	0	376	-	./books/perl6-at-a-glance/op5.pl
OK	0	309	-	./books/perl6-at-a-glance/op50.pl
OK	0	360	-	./books/perl6-at-a-glance/op51.pl
OK	0	363	-	./books/perl6-at-a-glance/op52.pl
OK	0	383	-	./books/perl6-at-a-glance/op53.pl
OK	0	372	-	./books/perl6-at-a-glance/op54.pl
OK	0	501	-	./books/perl6-at-a-glance/op55.pl
OK	0	394	-	./books/perl6-at-a-glance/op56.pl
OK	0	390	-	./books/perl6-at-a-glance/op57.pl
OK	0	346	-	./books/perl6-at-a-glance/op58.pl
OK	0	361	-	./books/perl6-at-a-glance/op59.pl
OK	0	412	-	./books/perl6-at-a-glance/op6.pl
OK	0	383	-	./books/perl6-at-a-glance/op60.pl
OK	0	343	src-hint	./books/perl6-at-a-glance/op61.pl
OK	0	484	-	./books/perl6-at-a-glance/op62.pl
OK	0	440	-	./books/perl6-at-a-glance/op63.pl
OK	0	494	-	./books/perl6-at-a-glance/op64.pl
OK	0	368	-	./books/perl6-at-a-glance/op65.pl
OK	0	361	-	./books/perl6-at-a-glance/op66.pl
OK	0	368	-	./books/perl6-at-a-glance/op67.pl
OK	0	502	-	./books/perl6-at-a-glance/op68.pl
OK	0	436	-	./books/perl6-at-a-glance/op69.pl
OK	0	351	-	./books/perl6-at-a-glance/op7.pl
OK	0	399	-	./books/perl6-at-a-glance/op70.pl
OK	0	373	-	./books/perl6-at-a-glance/op71.pl
OK	0	417	-	./books/perl6-at-a-glance/op72.pl
OK	0	388	-	./books/perl6-at-a-glance/op8.pl
OK	0	409	-	./books/perl6-at-a-glance/op9.pl
OK	0	331	-	./books/perl6-at-a-glance/plus1.pl
OK	0	380	-	./books/perl6-at-a-glance/plus_m.pl
OK	0	1417	src-hint	./books/perl6-at-a-glance/promice1.pl
OK	0	378	-	./books/perl6-at-a-glance/scalar.pl
OK	0	381	src-hint	./books/perl6-at-a-glance/sleep-sort2.pl
OK	0	388	-	./books/perl6-at-a-glance/str1.pl
OK	0	331	-	./books/perl6-at-a-glance/str2.pl
OK	0	390	-	./books/perl6-at-a-glance/str3.pl
OK	0	342	-	./books/perl6-at-a-glance/sub1.pl
OK	0	387	-	./books/perl6-at-a-glance/sub10.pl
OK	0	435	-	./books/perl6-at-a-glance/sub11.pl
NONZERO	1	393	stderr	./books/perl6-at-a-glance/sub12.pl
OK	0	381	-	./books/perl6-at-a-glance/sub13.pl
OK	0	413	-	./books/perl6-at-a-glance/sub14.pl
OK	0	532	-	./books/perl6-at-a-glance/sub15.pl
OK	0	405	-	./books/perl6-at-a-glance/sub16.pl
OK	0	324	-	./books/perl6-at-a-glance/sub18.pl
OK	0	370	-	./books/perl6-at-a-glance/sub19.pl
OK	0	334	-	./books/perl6-at-a-glance/sub2.pl
OK	0	440	-	./books/perl6-at-a-glance/sub20.pl
OK	0	489	-	./books/perl6-at-a-glance/sub21.pl
OK	0	384	-	./books/perl6-at-a-glance/sub22.pl
OK	0	438	-	./books/perl6-at-a-glance/sub23.pl
OK	0	430	-	./books/perl6-at-a-glance/sub24.pl
OK	0	428	-	./books/perl6-at-a-glance/sub25.pl
OK	0	420	-	./books/perl6-at-a-glance/sub26.pl
OK	0	419	-	./books/perl6-at-a-glance/sub27.pl
OK	0	363	-	./books/perl6-at-a-glance/sub28.pl
OK	0	411	-	./books/perl6-at-a-glance/sub29.pl
OK	0	425	-	./books/perl6-at-a-glance/sub3.pl
OK	0	414	-	./books/perl6-at-a-glance/sub30.pl
OK	0	481	-	./books/perl6-at-a-glance/sub31.pl
OK	0	376	-	./books/perl6-at-a-glance/sub4.pl
OK	0	450	-	./books/perl6-at-a-glance/sub5.pl
OK	0	471	-	./books/perl6-at-a-glance/sub6.pl
OK	0	413	-	./books/perl6-at-a-glance/sub7.pl
NONDET	0	395	src-hint	./books/perl6-at-a-glance/sub8.pl
OK	0	389	-	./books/perl6-at-a-glance/sub9.pl
OK	0	402	-	./books/perl6-at-a-glance/subset.pl
OK	0	407	-	./books/perl6-at-a-glance/t.pl
OK	0	443	-	./books/perl6-at-a-glance/try1.pl
NONDET	0	373	-	./books/perl6-at-a-glance/twigil-question.pl
NONDET	0	668	src-hint	./books/perl6-at-a-glance/twigil-vars.pl
OK	0	366	-	./books/perl6-at-a-glance/uni1.pl
OK	0	381	-	./books/perl6-at-a-glance/uni2.pl
OK	0	475	-	./books/perl6-at-a-glance/uni3.pl
OK	0	412	-	./books/perl6-at-a-glance/uni4.pl
OK	0	407	-	./books/perl6-at-a-glance/uni5.pl
OK	0	387	-	./books/perl6-at-a-glance/uni6.pl
OK	0	411	-	./books/perl6-at-a-glance/uni7.pl
OK	0	406	-	./books/perl6-at-a-glance/uni8.pl
OK	0	381	-	./books/perl6-at-a-glance/uni9.pl
OK	0	401	-	./books/perl6-at-a-glance/var17.pl
OK	0	341	-	./books/perl6-at-a-glance/whatever1.pl
ETERNAL	142	30094	-	./books/perl6-at-a-glance/whatever10.pl
OK	0	498	-	./books/perl6-at-a-glance/whatever12.pl
OK	0	488	-	./books/perl6-at-a-glance/whatever2.pl
OK	0	408	-	./books/perl6-at-a-glance/whatever3.pl
OK	0	405	-	./books/perl6-at-a-glance/whatever4.pl
OK	0	389	-	./books/perl6-at-a-glance/whatever5.pl
OK	0	455	-	./books/perl6-at-a-glance/whatever6.pl
OK	0	425	-	./books/perl6-at-a-glance/whatever7.pl
OK	0	435	-	./books/perl6-at-a-glance/whatever8.pl
OK	0	397	-	./books/perl6-at-a-glance/whatever9.pl
OK	0	423	-	./books/perl6-calendar-2019/01-jan-factorial.raku
OK	0	410	-	./books/perl6-calendar-2019/02-feb-2019th-prime.raku
OK	0	367	-	./books/perl6-calendar-2019/03-mar-circle-area.raku
OK	0	3435	src-hint	./books/perl6-calendar-2019/04-apr-sleep-sort.raku
OK	0	405	-	./books/perl6-calendar-2019/05-may-digit-sum.raku
NONDET	0	394	src-hint	./books/perl6-calendar-2019/06-jun-random-password.raku
OK	0	399	-	./books/perl6-calendar-2019/07-jul-exact-zero.raku
NONDET	0	340	src-hint	./books/perl6-calendar-2019/08-aug-random-integer.raku
OK	0	410	-	./books/perl6-calendar-2019/09-sep-increment-array.raku
OK	0	404	src-hint	./books/perl6-calendar-2019/10-oct-todays-date.raku
OK	0	358	-	./books/perl6-calendar-2019/11-nov-product-table.raku
OK	0	365	-	./books/perl6-calendar-2019/12-dec-winter-test.raku
OK	0	1420	-	./books/raku-one-liners/01-print-current-user.sh
OK	0	372	-	./books/raku-one-liners/02-sum-values-in-a-row.sh
OK	0	401	-	./books/raku-one-liners/03a-reverse-each-line.sh
OK	0	378	-	./books/raku-one-liners/03b-reverse-each-line.sh
OK	0	363	-	./books/raku-one-liners/04-double-space-a-file.sh
OK	0	434	-	./books/raku-one-liners/05a-remove-all-blank-lines.sh
OK	0	461	-	./books/raku-one-liners/05b-remove-all-blank-lines.sh
OK	0	416	-	./books/raku-one-liners/06-number-all-lines.sh
OK	0	389	-	./books/raku-one-liners/07-convert-text-to-uppercase.sh
OK	0	402	-	./books/raku-one-liners/08-strip-whitespace.sh
OK	0	433	-	./books/raku-one-liners/09-print-first-line.sh
OK	0	385	-	./books/raku-one-liners/10-print-first-10-lines.sh
OK	0	330	-	./books/raku-one-liners/11-read-argfiles.raku
OK	0	347	-	./books/raku-one-liners/12-renaming-files.raku
OK	0	406	-	./books/raku-one-liners/13a-merge-files-horizontally.raku
OK	0	416	-	./books/raku-one-liners/13b-merge-files-horizontally.raku
OK	0	359	-	./books/raku-one-liners/14a-reversing-a-file.raku
OK	0	323	-	./books/raku-one-liners/14b-reversing-a-file.raku
NONZERO	1	498	stderr	./books/raku-one-liners/14c-reversing-a-file.raku
NONZERO	1	505	stderr	./books/raku-one-liners/15-show-line-separators.raku
NONZERO	1	546	stderr	./books/raku-one-liners/16a-reverse-without-chomp.raku
NONZERO	1	521	stderr	./books/raku-one-liners/16b-reverse-custom-nl-in.raku
OK	0	391	-	./books/raku-one-liners/17a-multiples-of-3-and-5.raku
OK	0	381	-	./books/raku-one-liners/17b-multiples-of-3-and-5.raku
OK	0	453	-	./books/raku-one-liners/17c-multiples-of-3-and-5.raku
NONDET	0	344	src-hint	./books/raku-one-liners/18a-random-integers.raku
OK	0	381	src-hint	./books/raku-one-liners/18b-random-integers-seeded.sh
OK	0	829	-	./books/raku-one-liners/19-big-number-power.sh
OK	0	1528	-	./books/raku-one-liners/20a-largest-palindromic-product.raku
OK	0	440	-	./books/raku-one-liners/20b-largest-palindromic-product.raku
OK	0	369	-	./books/raku-one-liners/21-even-fibonacci-sum.raku
OK	0	1181	-	./books/raku-one-liners/22-fibonacci-1000-digits-index.raku
OK	0	346	-	./books/raku-one-liners/23a-distance-complex-plane.raku
OK	0	390	-	./books/raku-one-liners/23b-distance-pythagoras.raku
OK	0	436	-	./books/raku-one-liners/24-10001st-prime.raku
OK	0	442	-	./books/raku-one-liners/25a-pi-draft.raku
OK	0	431	-	./books/raku-one-liners/25b-pi-with-map.raku
OK	0	1048	-	./books/raku-one-liners/25c-pi-rat-sequence.raku
OK	0	494	-	./books/raku-one-liners/25d-pi-two-sequences.raku
OK	0	381	-	./books/raku-one-liners/26a-column-totals.raku
OK	0	475	-	./books/raku-one-liners/26b-column-totals-skip-first.raku
OK	0	6231	-	./books/raku-one-liners/27a-sum-of-factorials-of-digits.raku
OK	0	986	-	./books/raku-one-liners/27b-sum-of-factorials-of-digits.raku
OK	0	393	-	./books/raku-one-liners/28-42-via-the-cubes.sh
NONDET	0	479	src-hint	./books/raku-one-liners/29a-random-passwords.raku
OK	0	445	-	./books/raku-one-liners/29b-password-character-set.raku
OK	0	390	-	./books/raku-one-liners/30a-circle-area-unicode.raku
OK	0	397	-	./books/raku-one-liners/30b-circle-area-ascii.raku
OK	0	447	src-hint	./books/raku-one-liners/31a-date-today.raku
OK	0	389	src-hint	./books/raku-one-liners/31b-date-today.raku
OK	0	443	src-hint	./books/raku-one-liners/32-custom-date-formatter.raku
OK	0	680	-	./books/raku-one-liners/33a-count-sundays.raku
OK	0	598	-	./books/raku-one-liners/33b-count-sundays.raku
OK	0	694	-	./books/raku-one-liners/33c-count-sundays.raku
OK	0	539	-	./books/raku-one-liners/34a-count-sundays-gather.raku
OK	0	458	-	./books/raku-one-liners/34b-count-sundays-map.raku
OK	0	408	-	./books/raku-one-liners/35-factorial-reduction.raku
OK	0	355	-	./books/raku-one-liners/36-smallest-multiple-lcm.raku
OK	0	420	stderr	./books/raku-one-liners/37-rotate-matrix.raku
OK	0	431	-	./books/raku-one-liners/38a-multiplication-operator.raku
OK	0	383	-	./books/raku-one-liners/38b-exponentiation-operator.raku
OK	0	439	-	./books/raku-one-liners/39-regex-star-quantifier.raku
OK	0	451	-	./books/raku-one-liners/40-regex-min-max-quantifier.raku
OK	0	440	-	./books/raku-one-liners/41-regex-open-range-quantifier.raku
OK	0	429	-	./books/raku-one-liners/42-slurpy-arguments.raku
OK	0	400	-	./books/raku-one-liners/43-slurpy-hash.raku
OK	0	439	-	./books/raku-one-liners/44a-slurpy-single-star.raku
OK	0	447	-	./books/raku-one-liners/44b-slurpy-slurpy.raku
OK	0	401	-	./books/raku-one-liners/45a-dynamic-scope.raku
OK	0	408	-	./books/raku-one-liners/45b-dynamic-scope-blocks.raku
OK	0	372	-	./books/raku-one-liners/46-compiler-variables.raku
OK	0	439	-	./books/raku-one-liners/47-call-all-methods.raku
ETERNAL	142	30058	-	./books/raku-one-liners/48-infinite-integers.raku
NONDET	0	448	src-hint	./books/raku-one-liners/49-whatever-multi-method.raku
OK	0	376	-	./books/raku-one-liners/50-echo-whatever.raku
NONDET	0	517	src-hint	./books/raku-one-liners/51-whatevercode-multi-method.raku
